Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Pos_clean,role_group,Player_clean,nation_code,nation_name,league_code,league_name,starts_ratio,minutes_per_appearance,Saves_per90,GA_per90_check
39,Julen Agirrezabala,es ESP,GK,Valencia,es La Liga,25.0,2000.0,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,30.0,1.67,79.0,52.0,65.8,3.0,7.0,8.0,4.0,22.2,4.0,3.0,1.0,0.0,0,0,,0.0,0.0,,,90,64.3,90.0,18,0,,0,0.89,17,30,-13,-0.72,-0.82,1,0,0,0,1,0,0,0,1,0,GK,GK,julen agirrezabala,es,ESP,es,La Liga,1.0,90.0,2.888888888888889,1.6666666666666667
79,Alisson,br BRA,GK,Liverpool,eng Premier League,33.0,1992.0,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,30.0,1.2,84.0,56.0,66.7,13.0,7.0,5.0,8.0,32.0,2.0,2.0,0.0,0.0,0,0,,0.0,0.0,,,90,83.3,90.0,25,0,,0,1.84,43,30,13,0.52,1.32,1,0,0,1,7,0,0,0,0,0,GK,GK,alisson,br,BRA,eng,Premier League,1.0,90.0,2.24,1.2
109,Nícolas Andrade,br BRA,GK,Pisa,it Serie A,37.0,1988.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,9.0,1.8,19.0,10.0,52.6,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,,0.0,0.0,,,90,17.2,90.0,5,0,,24,0.6,4,9,-5,-1.0,-0.13,0,0,0,0,1,0,0,0,0,0,GK,GK,nicolas andrade,br,BRA,it,Serie A,1.0,90.0,2.0,1.8
136,Alphonse Areola,fr FRA,GK,West Ham United,eng Premier League,33.0,1993.0,20,20,1800,20.0,0,1,1,0,0,0,0,0,0.05,37.0,1.85,108.0,76.0,70.4,4.0,5.0,11.0,0.0,0.0,6.0,5.0,0.0,1.0,0,0,,0.0,0.0,,,90,66.7,90.0,20,0,,10,0.85,25,37,-12,-0.6,0.1,0,0,0,1,1,0,0,1,0,0,GK,GK,alphonse areola,fr,FRA,eng,Premier League,1.0,90.0,3.8,1.85
139,Paul Argney,fr FRA,GK,Le Havre,fr Ligue 1,19.0,2006.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,3.0,2.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,3.8,90.0,1,0,,2,3.0,2,1,1,1.0,1.52,0,0,0,0,0,0,0,0,0,0,GK,GK,paul argney,fr,FRA,fr,Ligue 1,1.0,90.0,2.0,1.0
163,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,23.0,2002.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,43.0,1.65,117.0,75.0,63.2,9.0,7.0,10.0,5.0,19.2,1.0,0.0,1.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,26,0,,0,1.31,37,43,-6,-0.23,,0,0,0,0,3,0,0,1,0,0,GK,GK,noah atubolu,de,GER,de,Bundesliga,1.0,90.0,2.8846153846153846,1.6538461538461537
165,Emil Audero,id IDN,GK,Cremonese,it Serie A,29.0,1997.0,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.0,37.0,1.48,135.0,102.0,74.8,5.0,6.0,14.0,7.0,28.0,4.0,3.0,1.0,0.0,0,0,,0.0,0.0,,,90,86.2,90.0,25,0,,2,0.84,19,37,-18,-0.72,0.03,0,0,0,0,5,0,0,0,0,0,GK,GK,emil audero,id,IDN,it,Serie A,1.0,90.0,4.08,1.48
177,Mio Backhaus,de GER,GK,Werder Bremen,de Bundesliga,21.0,2004.0,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.0,43.0,1.79,110.0,71.0,64.5,5.0,7.0,12.0,4.0,16.7,4.0,4.0,0.0,0.0,0,0,,0.0,0.0,,,90,92.3,90.0,24,0,,0,0.92,28,43,-15,-0.62,0.87,0,0,0,0,8,0,0,0,0,0,GK,GK,mio backhaus,de,GER,de,Bundesliga,1.0,90.0,2.9583333333333335,1.7916666666666667
229,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,29.0,1996.0,28,28,2520,28.0,0,0,0,0,0,0,4,0,0.0,34.0,1.21,104.0,75.0,72.1,7.0,11.0,10.0,8.0,28.6,5.0,5.0,0.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,28,0,,0,1.14,28,34,-6,-0.21,,4,0,0,0,4,0,0,0,1,0,GK,GK,augusto batalla,ar,ARG,es,La Liga,1.0,90.0,2.6785714285714284,1.2142857142857142
232,Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,35.0,1991.0,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,18.0,1.29,67.0,50.0,74.6,5.0,6.0,3.0,3.0,21.4,1.0,1.0,0.0,0.0,0,0,,0.0,0.0,,,90,53.8,90.0,14,0,,3,1.5,20,18,2,0.14,1.14,1,0,0,0,0,0,0,0,0,0,GK,GK,daniel batz,de,GER,de,Bundesliga,1.0,90.0,3.5714285714285716,1.2857142857142858
234,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,35.0,1990.0,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,34.0,1.31,106.0,76.0,71.7,15.0,5.0,6.0,6.0,23.1,5.0,4.0,0.0,1.0,0,0,,0.0,0.0,,,90,100.0,90.0,26,0,,0,1.92,54,34,20,0.77,,1,0,0,0,5,0,0,0,0,0,GK,GK,oliver baumann,de,GER,de,Bundesliga,1.0,90.0,2.923076923076923,1.3076923076923077
236,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,27.0,1998.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,11.0,1.83,24.0,13.0,54.2,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,20.0,90.0,6,0,,24,1.17,7,11,-4,-0.67,-1.37,0,0,0,0,3,0,0,0,0,0,GK,GK,altay bayndr,tr,TUR,eng,Premier League,1.0,90.0,2.1666666666666665,1.8333333333333333
270,Walter Benítez,ar ARG,GK,Crystal Palace,eng Premier League,33.0,1993.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,100.0,1.0,0.0,0.0,1.0,0,0,,0.0,0.0,,,90,3.3,90.0,1,0,,27,1.0,0,0,0,0.0,0.07,0,0,0,0,0,0,0,0,0,0,GK,GK,walter benitez,ar,ARG,eng,Premier League,1.0,90.0,3.0,0.0
281,Lucas Bergström,fi FIN,GK,Mallorca,es La Liga,23.0,2002.0,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,7.0,1.4,22.0,15.0,68.2,1.0,2.0,2.0,2.0,40.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,17.9,90.0,5,0,,22,1.0,4,7,-3,-0.6,-0.21,1,0,0,0,0,0,0,0,0,0,GK,GK,lucas bergstrom,fi,FIN,es,La Liga,1.0,90.0,3.0,1.4
299,Justin Bijlow,nl NED,GK,Genoa,it Serie A,28.0,1998.0,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,11.0,1.37,28.0,21.0,75.0,4.0,1.0,3.0,3.0,37.5,4.0,4.0,0.0,0.0,0,0,,0.0,0.0,,,90,27.6,90.0,8,0,,0,1.63,14,11,3,0.37,0.71,0,0,0,0,1,0,0,0,0,0,GK,GK,justin bijlow,nl,NED,it,Serie A,1.0,90.0,2.625,1.375
307,Marco Bizot,nl NED,GK,Aston Villa,eng Premier League,35.0,1991.0,5,4,405,4.5,0,0,0,0,0,0,2,0,0.0,8.0,1.78,20.0,13.0,65.0,2.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,0.0,0,0,,0.0,0.0,,,81,15.0,90.0,4,1,45.0,24,1.6,7,8,-1,-0.22,-0.38,2,0,0,1,1,0,0,0,0,0,GK,GK,marco bizot,nl,NED,eng,Premier League,0.8,81.0,2.888888888888889,1.7777777777777777
310,Janis Blaswich,de GER,GK,Leverkusen,de Bundesliga,34.0,1991.0,10,9,841,9.3,0,0,0,0,0,0,0,0,0.0,8.0,0.86,41.0,33.0,80.5,4.0,4.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,84,35.9,90.0,9,1,31.0,14,1.6,15,8,7,0.75,0.21,0,0,0,0,0,0,0,0,0,0,GK,GK,janis blaswich,de,GER,de,Bundesliga,0.9,84.1,3.548387096774193,0.8602150537634408
316,Arnaud Bodart,be BEL,GK,Lille,fr Ligue 1,28.0,1998.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,3.0,1.5,5.0,3.0,60.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,,0.0,0.0,,,90,7.7,90.0,2,0,,24,0.0,0,3,-3,-1.5,-1.92,0,0,0,1,0,0,0,0,0,0,GK,GK,arnaud bodart,be,BEL,fr,Ligue 1,1.0,90.0,1.5,1.5
396,Jean Butez,fr FRA,GK,Como,it Serie A,30.0,1995.0,29,29,2610,29.0,0,0,0,0,0,0,3,0,0.0,22.0,0.76,89.0,71.0,79.8,15.0,9.0,5.0,13.0,44.8,5.0,4.0,1.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,29,0,,0,1.86,48,22,26,0.9,,3,0,0,0,8,0,0,0,1,0,GK,GK,jean butez,fr,FRA,it,Serie A,1.0,90.0,2.4482758620689653,0.7586206896551724
440,Elia Caprile,it ITA,GK,Cagliari,it Serie A,24.0,2001.0,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,41.0,1.41,137.0,97.0,71.5,7.0,9.0,13.0,6.0,20.7,2.0,2.0,0.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,29,0,,0,1.03,31,41,-10,-0.34,,2,0,0,0,8,0,0,0,0,0,GK,GK,elia caprile,it,ITA,it,Serie A,1.0,90.0,3.3448275862068964,1.4137931034482758
450,Patrik Carlgren,se SWE,GK,Nantes,fr Ligue 1,34.0,1992.0,2,1,92,1.0,0,0,0,0,0,0,0,0,0.0,2.0,1.96,5.0,3.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,46,4.1,90.0,1,1,2.0,23,0.5,1,1,0,0.0,0.83,0,0,0,0,0,0,0,0,0,0,GK,GK,patrik carlgren,se,SWE,fr,Ligue 1,0.5,46.0,3.0,2.0
455,Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,25.0,2000.0,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.0,27.0,0.93,110.0,85.0,76.4,12.0,11.0,6.0,10.0,34.5,3.0,1.0,2.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,29,0,,0,1.62,40,27,13,0.45,,0,0,0,1,5,0,1,0,0,0,GK,GK,marco carnesecchi,it,ITA,it,Serie A,1.0,90.0,2.9310344827586206,0.9310344827586207
506,Lucas Chevalier,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,24.0,2001.0,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,13.0,0.76,43.0,32.0,72.1,12.0,3.0,2.0,9.0,52.9,3.0,1.0,1.0,1.0,0,0,,0.0,0.0,,,90,68.0,90.0,17,0,,7,2.29,33,13,20,1.18,-0.32,0,0,0,0,1,0,0,0,0,0,GK,GK,lucas chevalier,fr,FRA,fr,Ligue 1,1.0,90.0,1.8823529411764706,0.7647058823529411
552,Edoardo Corvi,it ITA,GK,Parma,it Serie A,24.0,2001.0,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.0,18.0,1.13,59.0,43.0,74.6,7.0,4.0,5.0,6.0,37.5,3.0,3.0,0.0,0.0,0,0,,0.0,0.0,,,90,55.2,90.0,16,0,,13,1.56,13,18,-5,-0.31,0.46,1,0,0,0,5,0,0,0,0,0,GK,GK,edoardo corvi,it,ITA,it,Serie A,1.0,90.0,2.6875,1.125
557,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,26.0,1999.0,17,16,1472,16.4,0,0,0,0,0,0,0,0,0.0,21.0,1.28,69.0,50.0,71.0,9.0,2.0,5.0,6.0,37.5,2.0,1.0,1.0,0.0,0,0,,0.0,0.0,,,87,62.9,90.0,16,1,32.0,9,1.71,25,21,4,0.24,0.87,0,0,0,0,6,0,0,0,0,0,GK,GK,gregoire coudert,fr,FRA,fr,Ligue 1,0.9411764705882353,86.58823529411765,3.048780487804878,1.2804878048780488
567,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,33.0,1992.0,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,24.0,0.86,78.0,58.0,74.4,21.0,3.0,4.0,11.0,39.3,4.0,4.0,0.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,28,0,,0,2.36,60,24,36,1.29,,1,0,0,1,2,0,0,0,1,0,GK,GK,thibaut courtois,be,BEL,es,La Liga,1.0,90.0,2.0714285714285716,0.8571428571428571
582,Pablo Cuñat,es ESP,GK,Levante,es La Liga,23.0,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,5.0,2.5,16.0,11.0,68.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,7.1,90.0,2,0,,26,0.0,3,5,-2,-1.0,-0.46,0,0,0,0,0,0,0,0,0,0,GK,GK,pablo cunat,es,ESP,es,La Liga,1.0,90.0,5.5,2.5
588,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,27.0,1998.0,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,45.0,1.73,109.0,71.0,64.2,9.0,4.0,13.0,5.0,19.2,7.0,6.0,1.0,0.0,1,0,0.0,0.04,0.0,0.0,,90,100.0,90.0,26,0,,0,1.19,31,45,-14,-0.54,,1,0,0,0,4,0,0,0,0,0,GK,GK,finn dahmen,de,GER,de,Bundesliga,1.0,90.0,2.730769230769231,1.7307692307692308
603,Karl Darlow,wls WAL,GK,Leeds United,eng Premier League,35.0,1990.0,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,19.0,1.36,51.0,34.0,66.7,3.0,5.0,6.0,2.0,14.3,2.0,2.0,0.0,0.0,0,0,,0.0,0.0,,,90,46.7,90.0,14,0,,15,1.0,14,19,-5,-0.36,0.02,1,0,0,0,5,0,0,0,0,0,GK,GK,karl darlow,wls,WAL,eng,Premier League,1.0,90.0,2.4285714285714284,1.3571428571428572
616,Jeffrey De Lange,nl NED,GK,Marseille,fr Ligue 1,27.0,1998.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,8.0,2.0,19.0,11.0,57.9,3.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,15.4,90.0,4,0,,22,2.25,15,8,7,1.75,1.16,0,0,0,0,0,0,0,0,0,0,GK,GK,jeffrey de lange,nl,NED,fr,Ligue 1,1.0,90.0,2.75,2.0
618,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,25.0,2001.0,3,2,226,2.5,0,0,0,0,0,0,0,0,0.0,4.0,1.59,11.0,7.0,63.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,75,9.7,90.0,2,1,46.0,23,0.0,1,4,-3,-1.19,-0.6,0,0,0,0,1,0,0,0,0,0,GK,GK,theo de percin,mq,MTQ,fr,Ligue 1,0.6666666666666666,75.33333333333333,2.8,1.6
640,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,29.0,1996.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,3.0,0.6,17.0,14.0,82.4,3.0,1.0,1.0,4.0,80.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,19.2,90.0,5,0,,16,2.0,6,3,3,0.6,0.12,0,0,0,0,0,0,0,0,0,1,GK,GK,remy descamps,fr,FRA,fr,Ligue 1,1.0,90.0,2.8,0.6
645,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,28.0,1997.0,23,23,2070,23.0,0,0,0,0,0,0,1,0,0.0,22.0,0.96,67.0,46.0,68.7,12.0,7.0,4.0,9.0,39.1,2.0,1.0,0.0,1.0,0,0,,0.0,0.0,,,90,79.3,90.0,23,0,,6,1.87,41,22,19,0.83,0.16,1,0,0,0,5,0,0,0,0,0,GK,GK,michele di gregorio,it,ITA,it,Serie A,1.0,90.0,2.0,0.9565217391304348
662,Mory Diaw,sn SEN,GK,Le Havre,fr Ligue 1,32.0,1993.0,22,22,1935,21.5,0,1,1,0,0,0,1,0,0.05,29.0,1.35,80.0,56.0,68.8,5.0,7.0,10.0,6.0,27.3,5.0,4.0,1.0,0.0,0,0,,0.0,0.0,,,88,82.7,88.0,21,0,,1,1.0,16,29,-13,-0.6,-0.83,1,0,0,0,4,0,0,2,0,0,GK,GK,mory diaw,sn,SEN,fr,Ligue 1,1.0,87.95454545454545,2.604651162790698,1.3488372093023255
676,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,32.0,1993.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,12.0,1.2,33.0,24.0,72.7,5.0,1.0,4.0,3.0,30.0,3.0,3.0,0.0,0.0,0,0,,0.0,0.0,,,90,35.7,90.0,10,0,,15,1.6,13,12,1,0.1,0.82,0,0,0,0,2,0,0,0,0,0,GK,GK,stole dimitrievski,mk,MKD,es,La Liga,1.0,90.0,2.4,1.2
688,Yehvann Diouf,sn SEN,GK,Nice,fr Ligue 1,26.0,1999.0,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,33.0,1.83,91.0,63.0,68.1,6.0,2.0,10.0,3.0,16.7,6.0,4.0,1.0,1.0,0,0,,0.0,0.0,,,90,69.2,90.0,18,0,,6,1.11,21,33,-12,-0.67,-0.17,1,0,0,0,3,0,0,0,0,0,GK,GK,yehvann diouf,sn,SEN,fr,Ligue 1,1.0,90.0,3.5,1.8333333333333333
691,Matías Dituro,ar ARG,GK,Elche,es La Liga,38.0,1987.0,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,17.0,1.42,48.0,34.0,70.8,2.0,7.0,3.0,2.0,16.7,3.0,3.0,0.0,0.0,0,0,,0.0,0.0,,,90,42.9,90.0,12,0,,16,1.08,15,17,-2,-0.17,0.27,1,0,0,0,5,0,0,0,0,0,GK,GK,matias dituro,ar,ARG,es,La Liga,1.0,90.0,2.8333333333333335,1.4166666666666667
695,Marko Dmitrović,rs SRB,GK,Espanyol,es La Liga,34.0,1992.0,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,42.0,1.5,131.0,94.0,71.8,10.0,7.0,11.0,7.0,25.0,5.0,5.0,0.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,28,0,,0,1.32,35,42,-7,-0.25,,0,0,0,0,4,0,0,0,2,0,GK,GK,marko dmitrovic,rs,SRB,es,La Liga,1.0,90.0,3.357142857142857,1.5
710,Gianluigi Donnarumma,it ITA,GK,Manchester City,eng Premier League,27.0,1999.0,27,27,2430,27.0,0,0,0,0,0,0,6,0,0.0,24.0,0.89,86.0,61.0,72.1,17.0,7.0,3.0,11.0,40.7,1.0,0.0,1.0,0.0,0,0,,0.0,0.0,,,90,90.0,90.0,27,0,,0,2.15,55,24,31,1.15,0.81,6,0,0,0,3,0,0,1,0,0,GK,GK,gianluigi donnarumma,it,ITA,eng,Premier League,1.0,90.0,2.259259259259259,0.8888888888888888
729,Martin Dúbravka,sk SVK,GK,Burnley,eng Premier League,37.0,1989.0,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,58.0,1.93,161.0,108.0,67.1,4.0,8.0,18.0,4.0,13.3,6.0,5.0,0.0,1.0,0,0,,0.0,0.0,,,90,100.0,90.0,30,0,,0,0.67,32,58,-26,-0.87,,1,0,0,0,5,0,0,0,1,0,GK,GK,martin dubravka,sk,SVK,eng,Premier League,1.0,90.0,3.6,1.9333333333333333
732,Maxime Dupé,fr FRA,GK,Nice,fr Ligue 1,33.0,1993.0,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,15.0,1.87,32.0,20.0,62.5,1.0,4.0,3.0,1.0,12.5,3.0,3.0,0.0,0.0,0,0,,0.0,0.0,,,90,30.8,90.0,8,0,,18,0.88,11,15,-4,-0.5,0.17,0,0,0,0,1,0,0,0,0,0,GK,GK,maxime dupe,fr,FRA,fr,Ligue 1,1.0,90.0,2.5,1.875
771,Melker Ellborg,se SWE,GK,Sunderland,eng Premier League,22.0,2003.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,1.0,0.5,8.0,7.0,87.5,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,6.7,90.0,2,0,,4,1.5,1,1,0,0.0,0.18,0,0,0,0,0,0,0,0,0,0,GK,GK,melker ellborg,se,SWE,eng,Premier League,1.0,90.0,3.5,0.5
788,Aarón Escandell,es ESP,GK,Oviedo,es La Liga,30.0,1995.0,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,44.0,1.57,158.0,120.0,74.7,4.0,9.0,15.0,7.0,25.0,6.0,4.0,2.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,28,0,,0,0.75,18,44,-26,-0.93,,2,0,0,1,7,0,0,0,0,0,GK,GK,aaron escandell,es,ESP,es,La Liga,1.0,90.0,4.285714285714286,1.5714285714285714
815,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,30.0,1995.0,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,39.0,1.34,114.0,81.0,69.3,7.0,6.0,16.0,8.0,27.6,6.0,4.0,2.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,29,0,,0,0.93,21,39,-18,-0.62,,2,0,0,0,7,0,0,0,2,0,GK,GK,wladimiro falcone,it,ITA,it,Serie A,1.0,90.0,2.793103448275862,1.3448275862068966
823,Frank Feller,de GER,GK,Heidenheim,de Bundesliga,22.0,2004.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,3.8,90.0,1,0,,10,0.0,0,2,-2,-2.0,-0.72,0,0,0,0,0,0,0,0,0,0,GK,GK,frank feller,de,GER,de,Bundesliga,1.0,90.0,4.0,2.0
844,Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,24.0,2001.0,26,25,2264,25.2,0,0,0,0,0,0,0,0,0.0,56.0,2.23,137.0,88.0,63.5,3.0,4.0,18.0,4.0,16.0,7.0,6.0,1.0,0.0,0,0,,0.0,0.0,,,87,96.8,90.0,25,1,14.0,0,0.5,25,56,-31,-1.23,3.5,0,0,0,0,4,0,0,0,0,0,GK,GK,jonathan fischer,dk,DEN,fr,Ligue 1,0.9615384615384616,87.07692307692308,3.492063492063492,2.2222222222222223
846,Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32.0,1993.0,17,17,1499,16.7,0,0,0,0,0,0,2,0,0.0,25.0,1.5,81.0,59.0,72.8,9.0,2.0,6.0,4.0,23.5,3.0,3.0,0.0,0.0,0,0,,0.0,0.0,,,88,64.1,88.0,16,0,,0,1.71,34,25,9,0.54,-0.21,2,0,0,0,3,0,0,0,0,0,GK,GK,mark flekken,nl,NED,de,Bundesliga,1.0,88.17647058823529,3.532934131736527,1.4970059880239521
911,Joan García,es ESP,GK,Barcelona,es La Liga,24.0,2001.0,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,17.0,0.77,74.0,59.0,79.7,19.0,1.0,2.0,11.0,50.0,2.0,2.0,0.0,0.0,0,0,,0.0,0.0,,,90,78.6,90.0,22,0,,0,2.64,64,17,47,2.14,1.8,1,0,0,0,4,0,0,0,3,0,GK,GK,joan garcia,es,ESP,es,La Liga,1.0,90.0,2.6818181818181817,0.7727272727272727
924,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,34.0,1992.0,25,25,2202,24.5,0,0,0,0,0,0,4,1,0.0,35.0,1.43,118.0,87.0,73.7,8.0,9.0,8.0,5.0,20.0,5.0,4.0,0.0,1.0,0,0,,0.0,0.0,,,88,87.4,88.0,24,0,,2,1.32,29,35,-6,-0.25,1.45,4,1,0,1,5,0,0,0,0,0,GK,GK,paulo gazzaniga,ar,ARG,es,La Liga,1.0,88.08,3.5510204081632653,1.4285714285714286
927,David de Gea,es ESP,GK,Fiorentina,it Serie A,35.0,1990.0,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.0,43.0,1.48,121.0,84.0,68.6,6.0,10.0,13.0,5.0,17.2,6.0,5.0,1.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,29,0,,0,0.97,34,43,-9,-0.31,,0,0,0,0,4,0,0,0,0,0,GK,GK,david de gea,es,ESP,it,Serie A,1.0,90.0,2.896551724137931,1.4827586206896552
993,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,27.0,1999.0,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,56.0,2.15,140.0,92.0,63.6,5.0,6.0,15.0,1.0,3.8,9.0,5.0,3.0,1.0,1,0,0.0,0.04,0.0,0.0,,90,100.0,90.0,26,0,,0,0.81,35,56,-21,-0.81,,1,0,0,0,1,0,0,0,1,0,GK,GK,kamil grabara,pl,POL,de,Bundesliga,1.0,90.0,3.5384615384615383,2.1538461538461537
1001,Dominik Greif,sk SVK,GK,Lyon,fr Ligue 1,28.0,1997.0,21,21,1890,21.0,0,1,1,0,0,0,1,0,0.05,24.0,1.14,74.0,53.0,68.9,11.0,4.0,6.0,9.0,42.9,3.0,1.0,2.0,0.0,0,0,,0.0,0.0,,,90,80.8,90.0,21,0,,4,1.76,34,24,10,0.48,-0.12,1,0,0,0,4,0,0,0,0,0,GK,GK,dominik greif,sk,SVK,fr,Ligue 1,1.0,90.0,2.5238095238095237,1.1428571428571428
1037,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,35.0,1990.0,22,22,1918,21.3,0,0,0,0,0,0,1,0,0.0,28.0,1.31,78.0,51.0,66.7,12.0,4.0,6.0,9.0,40.9,2.0,2.0,0.0,0.0,0,0,,0.0,0.0,,,87,82.0,87.0,21,0,,0,1.82,40,28,12,0.56,0.35,1,0,0,0,0,0,0,0,0,0,GK,GK,peter gulacsi,hu,HUN,de,Bundesliga,1.0,87.18181818181819,2.3943661971830985,1.3145539906103285
1040,Angus Gunn,sct SCO,GK,Nottingham Forest,eng Premier League,30.0,1996.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,45,1.7,,0,1,45.0,13,1.0,0,0,0,0.0,0.51,0,0,0,0,0,0,0,0,0,0,GK,GK,angus gunn,sct,SCO,eng,Premier League,0.0,45.0,0.0,0.0
